date,cash,value,000777.SZ_volume_1,002573.SZ_volume_2,300726.SZ_volume_1_x,600776.SH_volume_2,002936.SZ_volume_1,601577.SH_volume_2,300726.SZ_volume_1_y,603220.SH_volume_2,002234.SZ_volume_1_x,002746.SZ_volume_2,002234.SZ_volume_1_y,300761.SZ_volume_2_x,601288.SH_volume_1,601398.SH_volume_2,000795.SZ_volume_1_x,000831.SZ_volume_2,002746.SZ_volume_1,300761.SZ_volume_2_y,600446.SH_volume_1,603383.SH_volume_2,600868.SH_volume_1,601016.SH_volume_2_x,000795.SZ_volume_1_y,600259.SH_volume_2,002564.SZ_volume_1,002689.SZ_volume_2,000563.SZ_volume_1,600705.SH_volume_2,601198.SH_volume_1,601377.SH_volume_2,002057.SZ_volume_1_x,002937.SZ_volume_2,600522.SH_volume_1,601179.SH_volume_2,000862.SZ_volume_1,601016.SH_volume_2_y,300726.SZ_volume_1,603421.SH_volume_2,002057.SZ_volume_1_y,300726.SZ_volume_2,rev
2020-07-15,31518901.200614717,444480082.9571077,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,360000.0,-270000.0,780000.0,-822000.0,0.0,0.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.03525590493245956
2020-07-16,53404361.23501459,426634705.0609555,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,0.0,0.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.04014888086194468
2020-07-17,53743308.45427464,109507548.15792368,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.743322456286631
2020-07-20,53743308.45427464,94149412.59695154,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.1402472781038232
2020-07-21,53743308.45427464,91874800.00762963,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.02415960468133138
2020-07-22,53913413.17817116,190896919.06467012,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,20000.0,-65300.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,1.0777941181784048
2020-07-23,53913413.17817116,182925703.9826331,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,20000.0,-65300.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.0417566460532377
2020-07-24,67875303.57560015,106171299.61212108,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.41959332504632085
2020-07-27,67875303.57560015,118400638.41996907,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.11518497797922622
2020-07-28,67875303.57560015,131080705.43795612,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.10709458316441367
2020-07-29,67875303.57560015,126359974.73177117,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.03601392508845935
2020-07-30,67875303.57560015,132576895.41284719,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.04920007853968711
2020-07-31,67875303.57560015,117881760.13398321,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.11084235479419713
2020-08-03,67875303.57560015,87752819.759812,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.2555861088257163
2020-08-04,67875303.57560015,77598001.98624006,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.11572070050132477
2020-08-05,67875303.57560015,59338743.56254108,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,0.0,0.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.23530578051399786
2020-08-06,68199304.97162302,36591759.27727296,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,200000.0,-219100.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,-0.3833411851953614
2020-08-07,68199304.97162302,40989209.26687894,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,200000.0,-219100.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.12017596520255913
2020-08-10,68199304.97162302,56034356.09335887,0,0,0,0,2500000.0,-1299900.0,0,0,200000.0,-306100.0,200000.0,-219100.0,0.0,0.0,350000.0,-181800.0,0,0,0.0,0.0,110000.0,-2119300.0,0.0,0.0,780000.0,-822000.0,130000.0,-40100.0,860000.0,-668700.0,250000.0,-499000.0,100000.0,-1665300.0,980000.0,-2634800.0,0,0,250000.0,-445300.0,0.36705140439576756
