stock_0,stock_1,配对系数,已平仓实现收益,总盈亏,entry_level,exit_level,trading_tlist
300288.SZ,300399.SZ,1.352453962238513,0,-33.48972198180166,-0.0004537845829585413,0.0004537845829585413,[Timestamp('2019-07-01 00:00:00')]
000686.SZ,601555.SH,2.105417861716876,0,-92.45433409581369,-0.0643866909473473,0.0643866909473473,[Timestamp('2019-07-01 00:00:00')]
300701.SZ,300720.SZ,1.0799048374182245,0,0.0,-0.02100639876470759,0.02100639876470759,[]
603444.SH,600633.SH,1.199062422402987,0,0.0,-0.007627506809158649,0.007627506809158649,[]
002195.SZ,600633.SH,1.0935538227224992,7.897823192480622,-18.377939226034577,-0.0251108621232822,0.0251108621232822,"[Timestamp('2019-07-26 00:00:00'), Timestamp('2019-09-09 00:00:00'), Timestamp('2019-09-18 00:00:00')]"
600061.SH,601377.SH,1.611178293022285,-6.675888748659483,-61.9291422232607,-0.022354484498657207,0.022354484498657207,"[Timestamp('2019-07-01 00:00:00'), Timestamp('2019-08-06 00:00:00'), Timestamp('2019-08-21 00:00:00'), Timestamp('2019-08-29 00:00:00'), Timestamp('2019-09-09 00:00:00')]"
300348.SZ,600633.SH,1.1250588619653503,4.988611642761162,4.988611642761162,-0.008854887416163124,0.008854887416163124,"[Timestamp('2019-07-01 00:00:00'), Timestamp('2019-08-16 00:00:00')]"
002261.SZ,300288.SZ,0.8736090349168432,0,0.0,-0.030606025351588757,0.030606025351588757,[]
300277.SZ,300288.SZ,0.7986515606083039,0,0.0,-0.020376207954526774,0.020376207954526774,[]
000686.SZ,600061.SH,1.1010374053051781,10.440743632983622,-19.106163337267244,-0.02156934666589655,0.02156934666589655,"[Timestamp('2019-07-01 00:00:00'), Timestamp('2019-12-19 00:00:00'), Timestamp('2019-12-30 00:00:00')]"
600061.SH,600109.SH,0.971089207072617,0,0.0,-0.02196217394955102,0.02196217394955102,[]
300212.SZ,600633.SH,1.178278728559886,0,0.0,-0.027744283504175345,0.027744283504175345,[]
300485.SZ,603229.SH,1.4762844702219238,0,-22.096743567986348,-0.024581519160963617,0.024581519160963617,[Timestamp('2019-07-01 00:00:00')]
300288.SZ,300496.SZ,0.9488846302973786,0,32.22507147730241,-0.02766305752848859,0.02766305752848859,[Timestamp('2019-07-01 00:00:00')]
002873.SZ,300439.SZ,0.8826258008343522,6.419577208825946,6.419577208825946,-0.01489724084934948,0.01489724084934948,"[Timestamp('2019-07-01 00:00:00'), Timestamp('2019-09-30 00:00:00'), Timestamp('2019-10-21 00:00:00'), Timestamp('2019-12-03 00:00:00')]"
000948.SZ,300288.SZ,0.6895787825631805,0,0.0,-0.01588851833133223,0.01588851833133223,[]
300075.SZ,600633.SH,1.0411517061096407,22.683941742656472,15.448266613409182,-0.02415112461447962,0.02415112461447962,"[Timestamp('2019-07-01 00:00:00'), Timestamp('2019-07-10 00:00:00'), Timestamp('2019-07-29 00:00:00'), Timestamp('2019-09-09 00:00:00'), Timestamp('2019-10-29 00:00:00'), Timestamp('2019-11-06 00:00:00'), Timestamp('2019-12-25 00:00:00')]"
600109.SH,601377.SH,1.6587129335009978,0,-58.638183451770416,-0.006987254724944811,0.006987254724944811,[Timestamp('2019-07-01 00:00:00')]
002095.SZ,300288.SZ,1.0613951867435434,3.1965353279137934,3.1965353279137934,-0.02843478360144886,0.02843478360144886,"[Timestamp('2019-07-08 00:00:00'), Timestamp('2019-08-20 00:00:00')]"
002657.SZ,300288.SZ,0.9032653601484324,0,0.0,-0.015474174726172851,0.015474174726172851,[]
formation,2018-07-01,2019-07-01,48.95134399896213,-243.81416561372214,transaction,2019-07-01,2020-01-01
