date,cash,value,600410.SH_volume_1,600797.SH_volume_2_x,603918.SH_volume_1,600797.SH_volume_2_y,603559.SH_volume_1,600797.SH_volume_2_x,300182.SZ_volume_1,600797.SH_volume_2_y,300597.SZ_volume_1,600797.SH_volume_2,600395.SH_volume_1,600508.SH_volume_2,rev
2020-11-17,582522739.9010881,478141748.46876603,0,0,0.0,0.0,300000.0,-88300.0,0.0,0.0,0.0,0.0,0,0,0.001486468403782082
2020-11-18,582522739.9010881,477485833.02284414,0,0,0.0,0.0,300000.0,-88300.0,0.0,0.0,0.0,0.0,0,0,-0.0013718012451797712
2020-11-19,582522739.9010881,476406463.9787131,0,0,0.0,0.0,300000.0,-88300.0,0.0,0.0,0.0,0.0,0,0,-0.002260525798844837
2020-11-20,582522739.9010881,476686216.30611604,0,0,0.0,0.0,300000.0,-88300.0,0.0,0.0,0.0,0.0,0,0,0.0005872135425422087
2020-11-23,582522739.9010881,476377340.11634105,0,0,0.0,0.0,300000.0,-88300.0,0.0,0.0,0.0,0.0,0,0,-0.0006479654313659156
2020-11-24,582522739.9010881,476922778.86389107,0,0,0.0,0.0,300000.0,-88300.0,0.0,0.0,0.0,0.0,0,0,0.0011449720665068774
2020-11-25,582522739.9010881,478373681.26521605,0,0,0.0,0.0,300000.0,-88300.0,0.0,0.0,0.0,0.0,0,0,0.003042216613727833
2020-11-26,582522739.9010881,479546991.8534941,0,0,0.0,0.0,300000.0,-88300.0,0.0,0.0,0.0,0.0,0,0,0.00245270723333868
2020-11-27,582522739.9010881,478912704.3197191,0,0,0.0,0.0,300000.0,-88300.0,0.0,0.0,0.0,0.0,0,0,-0.0013226806643567013
2020-11-30,582522739.9010881,478579223.8695721,0,0,0.0,0.0,300000.0,-88300.0,0.0,0.0,0.0,0.0,0,0,-0.0006963282601172294
2020-12-01,582522739.9010881,477409462.7854411,0,0,0.0,0.0,300000.0,-88300.0,0.0,0.0,0.0,0.0,0,0,-0.002444237078811806
