,"('000333.SZ', '000858.SZ')","('000333.SZ', '000651.SZ')","('000858.SZ', '600887.SH')","('000858.SZ', '000651.SZ')","('000858.SZ', '600519.SH')","('601318.SH', '000002.SZ')","('600519.SH', '600887.SH')","('000333.SZ', '600519.SH')","('000333.SZ', '601318.SH')","('600276.SH', '600887.SH')","('601318.SH', '000651.SZ')","('600519.SH', '000651.SZ')","('000651.SZ', '600887.SH')","('600276.SH', '600519.SH')","('000651.SZ', '000002.SZ')","('000333.SZ', '000002.SZ')","('601318.SH', '000858.SZ')","('000333.SZ', '600887.SH')","('600276.SH', '000858.SZ')","('601318.SH', '600519.SH')",mean
2018-07-02 00:00:00,-6.2253461867593485,-73.39952031872596,,-147.00351359411496,4.498570413754455,-132.71077986006486,26.699169272792336,-1.5883856057631496,,15.559911512365725,-147.00351359411496,-147.00351359411496,-46.46399415871143,8.478094267840001,-147.00351359411496,-132.71077986006486,-15.427639958679043,-33.75950332747162,-28.959163593257173,-6.112141243462023,-56.11864239014815
2018-07-03 00:00:00,0.04060673513442176,0.017553092796686764,-0.0,0.016538668444696022,-0.06496874991548603,-0.02719428132196605,-0.024484610368816412,0.07701286145255486,0.0,-0.08685748653150277,0.016538668444696022,0.016538668444696022,0.04106691822298709,-0.07324651126845079,0.016538668444696022,-0.02719428132196605,0.025575726681264805,0.020486541734264837,0.0429588694715826,0.02337178328179912,0.002542064091307891
2018-07-04 00:00:00,0.05006785194685668,0.034333580113579,-30.187537367911617,0.031838540468290516,-0.046634841680591566,0.017934625444694152,-0.00999705508274728,0.08435724159492163,0.9017046655226819,-0.05623838360947958,0.031838540468290516,0.031838540468290516,0.0598691343999883,-0.0,0.031838540468290516,0.017934625444694152,0.02321310640208315,0.011907749523898017,0.03782686635157671,0.005770760331724742,-1.4464066639667288
2018-07-05 00:00:00,-0.009039780292963887,-0.006055268646313833,-0.0013847276495441564,-0.0053268085227910645,0.01697232783344926,-0.002175498046681288,0.0033983842575714468,-0.05949861836186823,0.050130965512674826,-0.0,-0.0053268085227910645,-0.0053268085227910645,-0.009802149435871,7.621847028719252,-0.0053268085227910645,-0.002175498046681288,-0.0016926467458560927,-0.002048086307763331,0.031762757521979774,-0.01661598534293085,0.37961579854386446
2018-07-06 00:00:00,-0.056273171502832356,-0.01954298319372194,-0.0641860370184405,-0.018199149164725554,0.07900773362813833,-0.006938898196730878,0.05348551946868154,-0.06984491287840786,0.10215283975713682,18.33970946818365,-0.018199149164725554,-0.018199149164725554,-0.0,0.059352872401149157,-0.018199149164725554,-0.006938898196730878,-0.03482057355231671,-0.04855893764750586,-0.03419384858916071,-0.016699763028412744,0.9101456906487796
2018-07-09 00:00:00,-0.06666755930222047,-0.043350690895454555,-0.0363937808281822,-0.04117555093791151,0.09093746521611334,-0.03446796047370691,0.026617555255221734,-0.08152922028271384,0.1257040487158875,0.07460930840577791,-0.04117555093791151,-0.04117555093791151,0.0,0.06597401066853567,-0.04117555093791151,-0.03446796047370691,-0.04135367206315285,-0.02408763013866937,-0.038764801349888404,-0.018373060492031842,-0.010015807589491863
2018-07-10 00:00:00,0.006776657518061513,0.0034474670948125056,0.005982236420981036,0.0030418667342438643,-0.005784851096368419,-0.005833340157201009,-0.005222958110158489,0.018335537639476106,-0.04166581045266574,-0.0008664849553431611,0.0030418667342438643,0.0030418667342438643,-45.93489918786228,0.011095436555826087,0.0030418667342438643,-0.005833340157201009,0.0023162354520020823,0.0052226886138336094,-0.008017356281631477,0.00203449243084113,-2.2970372555205016
2018-07-11 00:00:00,0.032037566614744786,0.01397808110209782,0.01401878778583154,0.012859137983185805,-0.038395737892626174,0.028572311166861285,-0.009924253024579326,0.051091757648860654,-0.08666843949789818,-0.022208546739125326,0.012859137983185805,0.012859137983185805,0.027828833653391578,-0.01568657282327755,0.012859137983185805,0.028572311166861285,0.017580213197879592,0.009595928499589412,0.008307167788630937,0.00851566879778923,0.0059325814688887405
2018-07-12 00:00:00,-0.03765399063988778,-0.018751594356806588,-0.024574825070621715,-0.017883768851017546,0.06595964053101105,-0.016624974499593402,0.02033125660936575,-0.06927086194667674,0.06151241822525407,0.049002741817731885,-0.017883768851017546,-0.017883768851017546,-0.04184557330423815,0.04502809136230665,-0.017883768851017546,-0.016624974499593402,-0.025245042967536487,-0.016077464307713483,-0.021706544987979054,-0.024958995821946033,-0.007151788463049679
2018-07-13 00:00:00,-0.03303906668926267,-0.00803240870418259,-0.023950576377461057,-0.007809821277364788,0.05571670484313334,0.005451034851134508,0.01791537247651726,-0.027545154914302372,0.004292518730786198,0.04719222576689451,-0.007809821277364788,-0.007809821277364788,-0.023791518254291894,0.03633937209676972,-0.007809821277364788,0.005451034851134508,-0.025036728302403315,-0.01470631207884971,-0.02077073524563129,-0.01281296504273771,-0.002428324355110586
2018-07-16 00:00:00,0.008638489539969681,0.0004854455940794387,0.005131173975052348,0.00021593815598545748,0.00035196340872797134,0.024030035476813028,-0.0020773107948859107,-0.011055127229500914,-0.04214778704559771,-0.010530588633063366,0.00021593815598545748,0.00021593815598545748,0.0027285597914483975,0.0003117623326242996,0.00021593815598545748,0.024030035476813028,0.004357766051227418,0.0039011437157269514,0.0043607526877043655,-0.010295190668361695,0.00015424381513595795
2018-07-17 00:00:00,0.02972604096771319,0.016223192641454737,0.03900288852519063,0.01528452401716561,-0.046412321588348376,0.007343091970224647,-0.03375900029368583,0.05366208379541345,-0.03839232097604542,-0.08409020010749677,0.01528452401716561,0.01528452401716561,0.04669176386840715,-0.053023820200032594,0.01528452401716561,0.007343091970224647,0.018293942169118862,0.029782039693120203,0.029679209702824175,0.016231686207758268,0.00497197322072517
2018-07-18 00:00:00,0.016581007476546197,0.020316064159066994,0.002615400916480787,0.019458139545482162,-0.023417782553071736,0.02219540495106397,-0.0010464194905692743,0.026596277229536055,-0.035185620303735794,-0.0,0.019458139545482162,0.019458139545482162,-0.0,0.02614772716274401,0.019458139545482162,0.02219540495106397,0.009860840697658881,0.0007142741008442216,-0.0192347132376077,0.0067219497220981925,0.0076446186982023715
