date,cash,value,002961.SZ_volume_1,603093.SH_volume_2,002957.SZ_volume_1_x,688028.SH_volume_2_x,688030.SH_volume_1,688168.SH_volume_2_x,688022.SH_volume_1,688028.SH_volume_2_y,002017.SZ_volume_1,600776.SH_volume_2,600288.SH_volume_1,600602.SH_volume_2_x,601288.SH_volume_1,601398.SH_volume_2,002628.SZ_volume_1,600528.SH_volume_2,002234.SZ_volume_1_x,300761.SZ_volume_2,002234.SZ_volume_1_y,002746.SZ_volume_2,603328.SH_volume_1,603421.SH_volume_2,002474.SZ_volume_1_x,600797.SH_volume_2,000563.SZ_volume_1,600643.SH_volume_2,600446.SH_volume_1,603383.SH_volume_2,002957.SZ_volume_1_y,688022.SH_volume_2,600088.SH_volume_1,603000.SH_volume_2,002657.SZ_volume_1,600446.SH_volume_2,688066.SH_volume_1,688168.SH_volume_2_y,002474.SZ_volume_1_y,600602.SH_volume_2_y,002436.SZ_volume_1,603005.SH_volume_2,rev
2021-04-01,236717537.47452646,-5096847303.137066,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,240000.0,-42800.0,0,0,270000.0,-3300.0,80000.0,-124900.0,-0.005639204294541789
2021-04-02,236717537.47452646,-5127236690.47375,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,240000.0,-42800.0,0,0,270000.0,-3300.0,80000.0,-124900.0,0.005962389204396956
2021-04-06,236717537.47452646,-5175581621.652387,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,240000.0,-42800.0,0,0,270000.0,-3300.0,80000.0,-124900.0,0.009429042210682415
2021-04-07,236717537.47452646,-5294259018.827038,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,240000.0,-42800.0,0,0,270000.0,-3300.0,80000.0,-124900.0,0.022930253225677433
2021-04-08,236717537.47452646,-5224676150.288992,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,240000.0,-42800.0,0,0,270000.0,-3300.0,80000.0,-124900.0,-0.01314307975688389
2021-04-09,236717537.47452646,-5118555058.3259115,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,240000.0,-42800.0,0,0,270000.0,-3300.0,80000.0,-124900.0,-0.020311515759155796
2021-04-12,236717537.47452646,-5098445790.117551,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,240000.0,-42800.0,0,0,270000.0,-3300.0,80000.0,-124900.0,-0.003928700185739098
2021-04-13,263775328.98540062,250225097.97621262,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,240000.0,-42800.0,0,0,0.0,0.0,80000.0,-124900.0,-1.0490787012899558
2021-04-14,263775328.98540062,252872418.36584663,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,240000.0,-42800.0,0,0,0.0,0.0,80000.0,-124900.0,0.010579755632209586
2021-04-15,300887988.3417365,412125882.03039455,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,80000.0,-124900.0,0.6297779120937808
2021-04-16,300887988.3417365,412969467.99778247,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,80000.0,-124900.0,0.002046913344126544
2021-04-19,300887988.3417365,418139698.3232585,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,80000.0,-124900.0,0.012519643039334394
2021-04-20,300887988.3417365,415948488.8510465,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,80000.0,-124900.0,-0.00524037655596632
2021-04-21,300887988.3417365,415847510.2384725,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,80000.0,-124900.0,-0.0002427671100643236
2021-04-22,300887988.3417365,414169902.29293245,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,80000.0,-124900.0,-0.004034190188076492
2021-04-23,300887988.3417365,411981746.3875785,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,80000.0,-124900.0,-0.005283232541137939
2021-04-26,300887988.3417365,411453739.29330647,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,80000.0,-124900.0,-0.0012816273995189809
2021-04-27,301225652.4430115,279008619.9397015,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.3218955296920778
2021-04-28,301225652.4430115,281107540.5680635,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.007522780582247313
2021-04-29,301225652.4430115,278377402.90836346,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.009712075507412377
2021-04-30,301401247.8045155,370273235.1641535,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.3301123988359085
2021-05-06,302762181.2931552,368282248.7524892,0,0,0.0,0.0,0,0,370000.0,-299500.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.0053770735299882855
2021-05-07,302762181.2931552,372012389.1611132,0,0,0.0,0.0,0,0,370000.0,-299500.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.010128482763585245
2021-05-10,322691608.24547017,373452725.53011423,0,0,550000.0,-268300.0,0,0,370000.0,-299500.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.0038717430143899723
2021-05-11,322691608.24547017,374777295.9046902,0,0,550000.0,-268300.0,0,0,370000.0,-299500.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.003546822084899093
2021-05-12,376997278.99995834,432393843.7839704,0,0,0.0,0.0,0,0,370000.0,-299500.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.15373542770299697
2021-05-13,376997278.99995834,432732864.08524436,0,0,0.0,0.0,0,0,370000.0,-299500.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.0007840544127712956
2021-05-14,376997278.99995834,431323842.11704934,0,0,0.0,0.0,0,0,370000.0,-299500.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.0032561011310605625
2021-05-17,451875034.0454533,502609322.74886733,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.1652713661316063
2021-05-18,451875034.0454533,502887509.1664073,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.0005534843962273772
2021-05-19,451875034.0454533,503075809.21361727,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.00037443770978140556
2021-05-20,452139167.3201993,504959811.39189327,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,540000.0,-323800.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.0037449667500828454
2021-05-21,452139167.3201993,502660830.7159573,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,540000.0,-323800.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.0045527993002036915
2021-05-24,452139167.3201993,504924721.33420336,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,540000.0,-323800.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.004503813466073314
2021-05-25,452139167.3201993,502018604.7586344,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,540000.0,-323800.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.0057555442480413666
2021-05-26,452139167.3201993,504195513.62747324,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,540000.0,-323800.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.004336311141069027
2021-05-27,452139167.3201993,508244677.2276093,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,540000.0,-323800.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.008030939369142676
2021-05-28,491985371.3583893,560162825.0988513,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.1021518772305634
2021-05-31,491985371.3583893,564542377.1351053,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.007818355378154784
2021-06-01,491985371.3583893,561398836.2009094,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.005568299319084757
2021-06-02,491985371.3583893,568269491.2617292,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.012238456187965818
2021-06-03,491985371.3583893,560967365.5215982,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.012849758525515953
2021-06-04,491985371.3583893,565539102.7866243,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.008149738373417037
2021-06-07,491985371.3583893,564424755.9880973,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.0019704151190186314
2021-06-08,491985371.3583893,558093028.6058164,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.011218018549162379
2021-06-09,491985371.3583893,541343387.6688323,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.030012274080589596
2021-06-10,491985371.3583893,539015420.8387803,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.004300351464671781
2021-06-11,491985371.3583893,534715052.85697633,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.007978191004465174
2021-06-15,492842507.5002764,532605927.15411043,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,460000.0,-275800.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.003944391861790408
2021-06-16,492842507.5002764,530739339.1409625,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,460000.0,-275800.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.0035046324458343214
2021-06-17,492842507.5002764,538283229.1374456,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,460000.0,-275800.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.014213926574000224
2021-06-18,492842507.5002764,537424186.9872234,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,460000.0,-275800.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.0015958924664970509
2021-06-21,573061415.8764664,621655514.0640125,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.15673155231249702
2021-06-22,573061415.8764664,628083227.1493105,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.010339670347774055
2021-06-23,573061415.8764664,634636159.1246765,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.010433222369442774
2021-06-24,573061415.8764664,633995648.4308624,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,0.0,0.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.0010092565395225517
2021-06-25,573355384.0697185,625409148.9238405,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,250000.0,-142300.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.013543467574696266
2021-06-28,573355384.0697185,625132563.9579346,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,250000.0,-142300.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.0004422464340053667
2021-06-29,573355384.0697185,623224611.0032245,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,250000.0,-142300.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.0030520773748053953
2021-06-30,573355384.0697185,627013988.1278535,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,250000.0,-142300.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,0.006080275165207594
2021-07-01,573355384.0697185,621524472.0029836,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,0.0,0.0,0.0,0.0,180000.0,-187500.0,0,0,0.0,0.0,250000.0,-142300.0,250000.0,-44500.0,0,0,0.0,0.0,80000.0,-124900.0,-0.0087550138095972
