date,cash,value,002961.SZ_volume_1,603093.SH_volume_2,002957.SZ_volume_1_x,688028.SH_volume_2_x,688030.SH_volume_1,688168.SH_volume_2_x,688022.SH_volume_1,688028.SH_volume_2_y,002017.SZ_volume_1,600776.SH_volume_2,600288.SH_volume_1,600602.SH_volume_2_x,601288.SH_volume_1,601398.SH_volume_2,002628.SZ_volume_1,600528.SH_volume_2,002234.SZ_volume_1_x,300761.SZ_volume_2,002234.SZ_volume_1_y,002746.SZ_volume_2,603328.SH_volume_1,603421.SH_volume_2,002474.SZ_volume_1_x,600797.SH_volume_2,000563.SZ_volume_1,600643.SH_volume_2,600446.SH_volume_1,603383.SH_volume_2,002957.SZ_volume_1_y,688022.SH_volume_2,600088.SH_volume_1,603000.SH_volume_2,002657.SZ_volume_1,600446.SH_volume_2,688066.SH_volume_1,688168.SH_volume_2_y,002474.SZ_volume_1_y,600602.SH_volume_2_y,002436.SZ_volume_1,603005.SH_volume_2,rev
2021-03-17,51030877.70648998,-5510841400.524316,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,280000.0,-118200.0,0.0,0.0,0,0,0.0,0.0,250000.0,-142300.0,240000.0,-42800.0,0,0,300000.0,-3600.0,80000.0,-124900.0,0.003792645867240374
2021-03-18,51030877.70648998,-5501387015.044675,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,280000.0,-118200.0,0.0,0.0,0,0,0.0,0.0,250000.0,-142300.0,240000.0,-42800.0,0,0,300000.0,-3600.0,80000.0,-124900.0,-0.0017155974546357866
2021-03-19,51030877.70648998,-5579625491.866576,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,280000.0,-118200.0,0.0,0.0,0,0,0.0,0.0,250000.0,-142300.0,240000.0,-42800.0,0,0,300000.0,-3600.0,80000.0,-124900.0,0.014221591138369627
2021-03-22,51030877.70648998,-5583515939.072003,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,280000.0,-118200.0,0.0,0.0,0,0,0.0,0.0,250000.0,-142300.0,240000.0,-42800.0,0,0,300000.0,-3600.0,80000.0,-124900.0,0.0006972595582084296
2021-03-23,205111034.22612816,175510656.84658015,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,250000.0,-142300.0,240000.0,-42800.0,0,0,0.0,0.0,80000.0,-124900.0,-1.0314337164542509
2021-03-24,205111034.22612816,174925067.35974014,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,250000.0,-142300.0,240000.0,-42800.0,0,0,0.0,0.0,80000.0,-124900.0,-0.0033364896318056614
2021-03-25,205111034.22612816,172949766.03869015,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,250000.0,-142300.0,240000.0,-42800.0,0,0,0.0,0.0,80000.0,-124900.0,-0.01129227131859667
2021-03-26,205111034.22612816,175532726.49039614,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,250000.0,-142300.0,240000.0,-42800.0,0,0,0.0,0.0,80000.0,-124900.0,0.014934743832658137
2021-03-29,205111034.22612816,175965848.10496515,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,250000.0,-142300.0,240000.0,-42800.0,0,0,0.0,0.0,80000.0,-124900.0,0.0024674693046069507
2021-03-30,205111034.22612816,174510879.28508016,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,250000.0,-142300.0,240000.0,-42800.0,0,0,0.0,0.0,80000.0,-124900.0,-0.008268472749422884
2021-03-31,236717537.47452646,-5125752468.47002,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1940000.0,-1099900.0,700000.0,-256500.0,290000.0,-317200.0,290000.0,-380400.0,490000.0,-846300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,240000.0,-42800.0,0,0,270000.0,-3300.0,80000.0,-124900.0,-30.372108429392615
