stock_0,stock_1,配对系数,已平仓实现收益,总盈亏,entry_level,exit_level,trading_tlist
000606.SZ,002030.SZ,0.7430130925337682,0,76.01365071898219,-0.024558848507153893,0.024558848507153893,[Timestamp('2020-01-02 00:00:00')]
000606.SZ,002864.SZ,1.0942208062061058,0,-6.193745181180076,-0.019242163145759456,0.019242163145759456,[Timestamp('2020-01-02 00:00:00')]
002788.SZ,300534.SZ,0.9958214162616165,4.303626548134903,4.303626548134903,-0.01861181887022335,0.01861181887022335,"[Timestamp('2020-02-11 00:00:00'), Timestamp('2020-02-20 00:00:00'), Timestamp('2020-02-27 00:00:00'), Timestamp('2020-03-20 00:00:00'), Timestamp('2020-06-03 00:00:00'), Timestamp('2020-06-08 00:00:00')]"
600822.SH,600794.SH,0.7694260950140814,9.652362841989527,9.652362841989527,-0.02589493227888976,0.02589493227888976,"[Timestamp('2020-01-02 00:00:00'), Timestamp('2020-05-29 00:00:00')]"
300478.SZ,603725.SH,1.365517226017591,1.8696654422759782,-7.3030657420865355,-0.022693813939742694,0.022693813939742694,"[Timestamp('2020-01-02 00:00:00'), Timestamp('2020-01-13 00:00:00'), Timestamp('2020-01-14 00:00:00'), Timestamp('2020-02-03 00:00:00'), Timestamp('2020-06-08 00:00:00')]"
600410.SH,600797.SH,1.010426270005182,0,0.0,0.00010097156869292949,-0.00010097156869292949,
002870.SZ,603063.SH,1.3649321789391966,0.11202078570564755,0.11202078570564755,-0.010860116492343093,0.010860116492343093,"[Timestamp('2020-02-28 00:00:00'), Timestamp('2020-03-12 00:00:00')]"
002896.SZ,603897.SH,1.0844899270947441,2.3375754059803744,0.5126772673953883,-0.021846233082580168,0.021846233082580168,"[Timestamp('2020-01-02 00:00:00'), Timestamp('2020-02-06 00:00:00'), Timestamp('2020-03-20 00:00:00')]"
002350.SZ,603897.SH,1.0825843729908824,1.767263179769506,-1.9323975425263766,-0.013926185493914993,0.013926185493914993,"[Timestamp('2020-01-02 00:00:00'), Timestamp('2020-01-08 00:00:00'), Timestamp('2020-07-01 00:00:00')]"
000606.SZ,300110.SZ,1.1765106213049439,0,-9.37712590545744,-0.025481807672569398,0.025481807672569398,[Timestamp('2020-01-02 00:00:00')]
002870.SZ,300423.SZ,0.7982701858546685,6.2867861916246435,6.2867861916246435,-0.021095596613634568,0.021095596613634568,"[Timestamp('2020-03-09 00:00:00'), Timestamp('2020-03-23 00:00:00'), Timestamp('2020-05-28 00:00:00'), Timestamp('2020-06-05 00:00:00')]"
000606.SZ,603880.SH,1.312140239530313,0,-8.764625415252207,-0.0313982558086113,0.0313982558086113,[Timestamp('2020-01-02 00:00:00')]
002657.SZ,600571.SH,0.9018095699759147,0,31.215363595714372,-0.015851925834974183,0.015851925834974183,[Timestamp('2020-01-22 00:00:00')]
002451.SZ,603897.SH,1.164273000260797,1.9576161326802206,-4.91531711377468,-0.024572561174093288,0.024572561174093288,"[Timestamp('2020-01-02 00:00:00'), Timestamp('2020-03-13 00:00:00'), Timestamp('2020-03-24 00:00:00')]"
002736.SZ,600053.SH,0.6492363148652306,0,26.89337225116129,-0.02475676881954762,0.02475676881954762,[Timestamp('2020-01-02 00:00:00')]
300558.SZ,300562.SZ,1.0360771638801654,3.7006937735777954,3.7006937735777954,-0.007897391299960782,0.007897391299960782,"[Timestamp('2020-01-22 00:00:00'), Timestamp('2020-02-20 00:00:00')]"
600794.SH,600165.SH,1.4274427472447866,10.834439705219346,-35.98015246613094,-0.008036737254917214,0.008036737254917214,"[Timestamp('2020-02-04 00:00:00'), Timestamp('2020-02-13 00:00:00'), Timestamp('2020-02-19 00:00:00'), Timestamp('2020-02-21 00:00:00'), Timestamp('2020-02-25 00:00:00'), Timestamp('2020-03-06 00:00:00'), Timestamp('2020-03-09 00:00:00')]"
600184.SH,603933.SH,1.076084276740813,0,-1.9358318454136787,-0.02934816024868914,0.02934816024868914,[Timestamp('2020-01-02 00:00:00')]
300069.SZ,300280.SZ,1.0556619028442589,7.486279316778491,4.5215203240758495,-0.010751137404552163,0.010751137404552163,"[Timestamp('2020-02-21 00:00:00'), Timestamp('2020-02-24 00:00:00'), Timestamp('2020-03-03 00:00:00'), Timestamp('2020-04-27 00:00:00'), Timestamp('2020-04-28 00:00:00')]"
002295.SZ,300499.SZ,0.7390083231083489,0,11.845438036888043,-0.017041594494065698,0.017041594494065698,[Timestamp('2020-01-02 00:00:00')]
formation,2019-01-01,2020-01-01,50.30832932373644,98.65525112342776,transaction,2020-01-01,2020-07-01
